,time_TC_101,value_TC_101,time_TC_102,value_TC_102
0,0.539560079574585,25.7572656,0.539560079574585,25.7346718
1,1.2084019184112549,25.7813873,1.2084019184112549,25.7242772
2,1.8499071598052979,25.7092508,1.8499071598052979,25.7581439
3,2.478227376937866,25.737799,2.478227376937866,25.7262171
4,3.1484391689300537,25.7544793,3.1484391689300537,25.7913724
